job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
3,20,3,2,9,2,0,0,0,158522
3,8,0,8,5,3,6,0,4,125830
7,19,4,8,8,3,5,1,1,163024
8,13,1,12,8,1,9,1,1,177299
0,17,1,10,3,0,8,2,1,232090
9,16,4,4,6,1,0,0,5,195820
4,3,3,8,9,2,1,1,0,142621
7,14,3,5,8,0,2,1,1,194205
0,19,0,16,7,4,8,2,5,208192
0,7,3,15,1,1,0,1,0,176983
3,17,1,8,8,0,0,0,4,178734
7,14,2,16,7,3,5,0,2,127973
3,13,1,9,0,4,7,1,2,123841
3,6,3,14,6,3,2,1,0,145176
0,1,4,8,9,2,2,2,4,177473
11,1,4,2,2,1,2,2,4,158728
6,8,0,6,0,2,1,0,0,147702
4,1,4,16,3,2,1,0,5,159184
1,15,1,8,2,2,4,1,4,131153
7,11,3,13,0,0,7,1,0,168126
0,4,1,8,0,2,6,2,1,141424
3,14,0,15,7,3,7,2,3,146142
5,20,2,5,2,1,6,0,2,128722
1,5,4,2,1,4,2,1,2,122887
9,12,1,4,2,4,7,1,1,123040
1,11,4,11,4,3,0,2,1,139042
4,17,3,1,5,3,3,1,3,106036
2,12,4,17,8,2,1,1,0,166796
3,0,0,6,2,4,2,1,1,108567
2,6,0,8,0,2,1,2,3,114816
11,6,1,11,7,0,8,0,1,150173
10,19,2,11,2,0,0,0,4,186536
7,4,4,4,7,2,9,0,0,171325
10,10,0,9,2,4,9,0,3,167473
0,3,0,18,6,3,5,1,1,141184
8,6,2,6,1,3,2,1,3,100942
9,15,2,15,8,3,7,2,5,156165
9,20,4,4,1,4,9,2,3,221215
6,0,4,13,1,1,3,2,0,99016
7,2,1,12,7,4,6,1,5,102814
9,19,4,4,8,4,8,0,0,187664
3,19,0,15,4,1,7,0,5,178401
1,9,2,7,2,1,8,0,5,140874
11,20,0,1,2,2,2,0,5,158207
9,18,0,11,5,0,9,0,1,244611
11,8,0,5,1,1,1,2,3,162044
10,17,3,2,4,2,1,0,3,196424
5,7,4,18,0,0,3,1,1,103165
1,13,4,9,8,1,8,1,4,187764
2,14,1,17,1,0,4,2,3,156505
6,15,4,15,7,3,3,2,2,117633
5,0,2,11,5,2,6,0,3,74754
5,6,1,9,6,1,0,0,0,91496
2,18,1,19,3,2,7,0,1,129326
8,6,1,18,6,3,3,1,1,78610
7,20,0,12,6,2,6,0,3,160065
3,3,1,9,3,2,2,1,3,115326
7,20,4,4,7,4,4,2,3,162802
7,17,4,18,4,2,8,2,1,217535
0,16,3,17,1,0,4,0,2,219559
1,15,0,11,9,3,1,0,5,160841
2,20,3,10,1,4,2,0,0,138665
9,5,2,8,5,2,8,0,1,138840
3,6,0,15,1,1,2,2,1,159205
2,18,2,11,7,4,5,2,5,110435
11,5,1,5,1,0,1,2,3,160557
2,12,3,19,1,1,2,0,1,151735
0,4,4,5,6,3,4,1,0,145207
0,13,0,8,1,0,6,1,1,198262
11,0,0,8,2,4,8,2,4,106088
1,16,2,9,3,3,4,1,5,123550
7,16,3,16,1,0,3,1,5,137073
4,5,0,1,7,4,1,2,3,133926
11,6,0,15,7,1,6,1,4,126052
4,17,1,10,5,0,3,0,2,121273
3,7,4,18,9,0,9,1,2,240036
0,20,3,7,3,3,4,0,2,173535
2,4,3,9,5,2,9,2,2,147768
6,14,0,4,6,2,0,1,5,138038
2,19,3,15,1,3,7,0,4,140494
8,9,2,3,8,0,3,0,3,82700
1,20,3,2,7,4,1,1,0,161516
6,9,1,5,8,0,5,0,2,144745
7,18,0,18,2,0,3,0,2,129635
6,7,3,10,7,2,9,2,5,182996
7,2,4,3,6,0,3,1,2,106588
8,6,0,10,8,1,8,2,4,147364
6,2,2,4,6,1,5,1,0,107388
5,5,2,18,2,0,6,1,3,114055
10,18,4,9,8,2,0,2,3,170690
7,20,3,10,1,4,1,2,5,192926
1,6,2,17,4,1,5,1,2,130496
0,3,1,7,0,2,2,2,2,137073
6,14,0,10,5,0,9,1,3,226586
5,20,2,16,0,2,5,1,3,131730
7,7,0,15,1,3,1,0,2,148935
7,7,4,1,1,2,9,0,5,185347
3,3,2,7,1,0,8,2,2,151605
4,6,0,13,1,4,8,1,2,133584
0,1,0,8,2,3,9,1,2,166240
10,14,1,15,1,1,4,2,4,175237
6,4,2,12,9,1,8,0,3,138492
8,3,1,8,3,2,6,2,4,97163
7,5,3,15,7,0,6,1,1,164696
1,20,4,8,6,3,2,2,3,191273
5,7,0,13,1,3,4,1,3,98458
4,14,0,13,2,4,2,1,5,144192
7,19,2,1,2,1,6,0,3,158027
7,2,1,8,4,2,0,0,5,118703
3,11,1,12,1,2,4,1,5,149028
7,17,0,4,5,2,0,1,3,152300
3,12,4,3,1,1,8,0,1,200378
4,2,0,15,3,2,1,2,3,142737
1,9,1,6,5,2,5,0,0,105243
7,0,1,3,0,2,5,0,4,90160
9,15,4,12,1,1,0,1,1,198421
10,18,2,4,2,4,3,0,5,94501
10,8,0,17,8,2,2,0,5,162664
4,10,3,9,3,4,2,2,1,148615
10,7,1,7,6,4,6,2,1,119552
11,10,0,4,8,2,3,1,5,96316
3,12,2,17,2,1,2,1,3,164574
9,18,2,8,2,1,2,2,4,191514
7,11,0,1,8,3,0,1,0,119284
6,6,0,2,9,3,5,2,1,118507
8,8,4,1,1,1,2,2,2,150920
4,17,4,9,9,2,3,2,3,121600
11,6,1,7,5,3,6,1,0,93499
6,14,4,10,6,3,7,2,1,156633
0,9,3,17,7,1,8,0,2,222376
2,18,1,14,2,1,5,2,3,145800
2,7,4,4,3,3,9,1,2,140833
9,10,2,7,4,4,5,0,3,126412
0,11,2,13,5,3,8,0,4,175404
6,0,3,4,3,2,6,1,1,115990
2,13,0,13,3,0,1,2,5,188733
0,17,0,13,3,1,4,2,5,211303
0,1,4,2,8,2,9,0,1,199032
5,8,4,13,7,0,2,2,4,174644
6,14,1,6,8,4,8,1,2,141627
1,9,3,19,1,1,3,2,0,101045
11,12,1,6,4,1,2,0,1,150814
11,17,0,16,4,3,3,1,1,98550
2,13,4,6,0,1,5,2,2,157482
10,13,3,13,9,1,5,0,5,185290
9,8,1,17,9,2,4,2,2,153678
6,2,0,6,2,1,9,2,2,164338
4,16,0,16,2,2,9,0,1,199831
3,0,1,15,5,4,2,0,2,104730
2,3,2,18,1,2,3,2,3,63059
4,0,2,1,0,0,2,1,3,113814
4,18,0,3,4,2,8,1,0,163756
3,10,3,11,8,3,8,2,5,163691
8,18,2,11,1,1,3,0,4,95729
5,2,4,4,9,3,4,0,5,96611
1,11,0,14,2,1,9,0,0,186590
9,12,1,11,8,1,7,1,1,163698
4,6,0,10,7,3,5,1,4,117026
11,16,2,3,4,3,3,2,0,85456
3,4,0,7,1,1,7,1,1,118992
6,5,4,12,1,4,4,2,0,125583
8,11,3,10,0,3,6,0,5,112702
4,8,1,14,2,4,7,0,1,104934
11,13,0,19,7,1,7,1,4,158810
2,2,1,10,5,0,8,1,4,125644
10,9,2,4,5,0,2,1,2,166305
9,10,3,2,2,1,8,0,3,191534
8,4,3,9,0,2,7,2,4,116823
10,5,2,19,4,3,7,1,5,126557
4,3,1,1,5,1,2,1,2,127862
10,0,2,18,3,3,4,0,4,106138
7,5,4,11,2,4,0,2,4,133834
3,6,1,6,9,1,4,1,3,131811
10,8,4,9,2,4,3,2,0,101423
4,14,3,6,6,4,2,1,4,140987
2,12,3,14,0,3,4,0,5,122148
2,1,3,7,9,1,0,0,5,117569
4,3,4,11,5,4,2,1,0,135103
7,19,1,16,4,2,3,2,3,107755
1,1,2,19,4,3,4,1,4,98057
4,13,2,11,3,3,9,2,0,161418
7,2,3,7,1,1,6,2,1,130918
10,4,1,4,5,0,2,2,4,161855
9,16,2,11,3,2,3,1,1,100570
10,8,1,16,7,2,7,1,0,127024
8,0,0,7,5,4,8,0,1,93129
6,14,3,13,4,1,5,1,0,165996
3,6,0,9,1,3,7,1,4,124766
10,6,4,14,3,4,8,1,0,160590
4,4,0,9,5,1,4,1,5,145053
4,9,3,9,1,3,0,2,5,147192
2,11,3,9,4,1,5,0,3,135578
0,6,4,9,7,4,7,1,1,143059
10,7,1,4,9,4,5,1,2,107143
1,5,1,13,5,2,3,2,5,84917
6,18,4,9,3,0,2,2,5,245905
0,4,0,16,0,0,1,2,1,209922
4,17,3,13,9,4,3,1,3,109271
3,18,4,13,6,3,9,2,0,230459
11,15,2,6,6,1,2,0,0,143912
3,1,4,13,6,1,5,0,1,145310
7,19,3,9,1,0,7,1,2,205334
5,0,2,6,5,3,4,2,1,70414
6,16,3,18,1,2,5,2,2,176411
7,7,3,11,8,1,8,2,0,174962
3,6,3,2,1,2,1,1,5,157708
10,3,0,12,0,0,2,0,5,168708
8,3,1,10,6,2,3,1,2,65883
6,19,0,19,1,1,4,0,2,177638
2,8,3,5,6,2,2,2,1,122054
6,19,4,5,5,3,6,2,2,169078
7,1,4,10,3,0,4,0,4,154848
8,4,3,1,7,1,2,1,5,133083
4,6,1,2,8,0,8,2,1,165179
7,12,0,15,6,0,5,0,4,182617
4,10,2,4,1,3,1,1,0,136315
11,11,1,17,9,2,9,2,3,184438
2,1,0,11,6,1,2,0,1,102771
11,0,0,13,3,4,8,1,5,107741
2,18,0,11,4,3,3,2,0,90665
4,17,0,17,8,4,9,1,4,180142
3,18,1,16,5,1,0,1,1,164364
11,16,1,15,1,0,9,2,2,227634
4,13,3,12,2,3,7,0,0,128712
0,6,2,15,9,3,9,0,5,178435
4,18,4,2,6,1,9,1,5,239581
1,0,1,11,8,2,7,2,4,99280
11,7,0,19,7,1,4,0,5,138619
10,16,1,5,9,0,1,2,0,212872
3,0,2,4,8,1,1,0,0,124450
11,17,1,12,5,2,7,1,3,133692
2,10,4,13,2,3,1,0,2,158860
4,15,3,17,2,3,0,1,1,157450
11,4,0,10,4,1,6,0,3,123555
6,4,3,3,0,1,6,1,1,125704
4,2,3,17,1,1,6,2,2,149571
10,17,2,18,2,3,4,1,1,140297
5,12,3,6,4,3,9,2,2,142776
3,11,4,16,7,3,9,2,4,217602
7,14,0,2,0,3,9,1,4,181781
10,19,4,3,1,1,6,1,0,200027
8,19,4,17,6,0,9,1,5,272517
7,18,0,12,8,0,0,1,5,188870
10,17,0,11,0,2,3,0,2,114522
5,9,2,10,6,3,2,0,1,97970
2,5,2,17,6,3,6,1,0,86164
4,12,3,3,7,0,3,2,4,128737
10,12,0,17,4,0,4,1,1,178096
9,2,1,3,9,1,3,1,2,99188
6,18,1,8,3,3,9,0,5,188335
3,0,0,4,2,4,8,1,3,113296
5,11,4,1,7,0,8,2,5,179894
1,20,2,18,6,0,5,0,4,173107
6,18,3,17,9,0,6,1,2,209747
7,3,3,4,8,4,1,2,2,140127
7,15,2,11,7,1,2,2,2,173832
3,9,3,9,7,1,9,0,2,202222
7,3,2,4,8,4,9,2,5,133363
2,7,3,7,9,1,4,1,5,122499
5,15,1,9,3,0,0,0,3,129580
6,0,3,17,4,2,5,2,0,121536
4,20,1,11,8,1,1,1,5,214912
1,9,3,11,9,0,1,1,1,190053
10,17,3,10,9,2,1,1,3,210511
9,14,4,7,7,4,9,0,0,200140
0,7,1,7,7,2,7,0,3,139130
11,10,3,9,4,0,0,2,2,157405
2,5,1,8,3,4,0,1,4,85284
4,6,1,7,1,4,1,1,3,134499
7,11,0,16,8,1,9,2,4,215611
0,3,2,14,4,0,5,1,1,154788
1,3,0,7,5,2,1,0,1,122473
7,15,4,16,9,4,7,1,4,157391
11,14,2,5,5,3,6,0,0,116556
9,3,4,1,4,2,3,0,4,95942
2,18,1,10,0,4,4,1,5,109466
2,18,2,11,5,0,1,2,1,166506
8,6,2,16,0,1,1,0,2,130712
7,8,2,1,9,0,9,2,4,193867
6,4,3,8,5,3,6,1,4,115492
11,16,4,9,2,3,5,0,0,144898
4,11,3,19,0,1,5,0,1,168558
2,11,0,9,0,1,5,0,3,124529
0,8,1,5,5,0,0,0,4,166797
0,14,2,1,5,2,2,0,4,163680
8,18,4,7,8,2,0,2,4,162330
5,14,3,3,4,0,7,2,4,165208
0,13,3,19,7,3,4,2,2,179355
4,16,0,18,5,4,2,1,2,158398
2,7,0,6,2,0,6,2,5,124309
11,20,1,15,4,1,1,0,3,203142
9,11,1,19,3,1,9,0,4,217662
10,18,2,8,9,0,4,2,1,184521
7,11,3,2,8,3,2,0,1,142012
3,20,0,4,5,1,3,2,4,125836
7,9,4,14,2,4,5,2,5,154038
1,13,1,9,8,3,8,0,3,135714
2,14,0,17,2,2,0,0,2,121749
0,1,0,14,7,2,6,1,3,130171
6,10,3,9,1,1,0,0,1,150809
8,14,2,7,8,1,3,0,2,86119
7,9,1,10,9,2,6,0,1,128609
10,9,0,8,1,4,8,1,4,140119
11,13,3,13,8,2,0,2,5,162011
7,11,3,6,6,4,2,2,4,153927
1,12,3,12,2,3,5,2,3,140661
6,12,0,2,4,4,3,2,0,85007
1,20,0,7,2,2,9,2,1,198805
2,13,4,9,8,4,3,2,3,95589
11,4,3,11,1,2,6,0,2,119635
10,16,2,4,2,0,2,1,0,186318
8,19,1,19,4,4,8,1,4,159350
0,18,3,5,5,1,8,1,1,226616
6,12,2,4,2,0,9,2,0,188583
9,5,0,6,6,1,3,0,2,92764
1,6,3,13,2,0,1,1,1,191944
6,18,2,2,9,2,7,1,5,142233
2,7,4,3,6,0,7,2,5,149251
6,7,1,6,5,3,5,2,4,119338
5,0,1,18,5,2,9,1,3,105919
10,11,3,14,7,0,3,1,4,139426
0,0,2,15,3,3,4,1,5,120946
3,14,0,5,1,4,7,0,0,122997
5,8,1,14,3,0,0,1,3,128662
0,13,4,15,4,1,6,0,3,205258
11,18,2,15,9,3,5,2,3,131524
6,19,4,19,3,1,0,0,1,199142
1,10,2,14,4,3,2,1,0,129170
9,2,1,18,7,0,7,2,3,158310
2,15,4,12,1,2,2,0,5,152340
5,20,3,9,1,4,5,0,2,133038
0,0,1,6,6,3,7,2,4,131992
9,4,1,10,0,3,2,1,3,133243
9,12,2,16,1,0,6,1,2,177851
2,2,3,12,4,1,3,0,2,74362
9,10,0,19,7,4,3,0,2,98765
6,7,2,1,5,4,8,2,1,118496
9,14,4,13,1,2,7,2,2,182777
1,19,4,10,4,0,8,0,3,241538
9,1,0,12,6,1,9,1,1,174995
8,11,4,6,1,1,6,0,1,142321
4,20,1,18,7,0,3,2,1,133296
11,4,3,9,7,4,1,0,3,133481
6,16,0,4,6,2,2,0,3,157155
0,19,0,11,9,0,2,2,2,239010
10,3,1,7,7,0,7,0,1,141897
4,11,1,15,0,1,0,2,5,155622
7,16,4,19,2,1,4,0,2,192842
6,6,3,14,3,3,1,1,0,144667
5,7,0,16,4,1,2,2,0,129325
3,13,3,10,9,1,6,0,0,170763
2,3,4,9,6,3,9,0,4,137678
8,18,4,17,2,4,0,2,4,153876
7,4,3,13,1,2,1,0,3,164533
4,15,1,4,4,3,7,1,5,137603
9,7,0,9,4,4,8,0,1,143441
9,13,2,16,8,4,8,2,3,159798
8,1,3,17,0,0,9,1,1,173747
10,5,2,2,0,0,4,2,4,138197
4,20,1,16,1,1,3,1,4,107775
3,3,0,14,7,3,2,2,3,137463
3,6,4,19,6,4,9,0,4,176740
6,19,1,1,4,1,1,2,4,189864
11,0,0,8,0,2,2,2,3,114575
9,19,2,17,3,3,1,2,2,194781
0,8,3,10,2,0,2,1,1,201752
6,16,4,10,2,3,7,1,2,157637
10,8,0,13,6,4,2,0,4,145704
11,18,2,4,2,2,3,0,4,93945
6,5,2,11,1,3,1,2,0,135355
11,2,3,7,0,1,1,1,3,159865
6,16,1,13,9,4,7,0,2,127574
7,17,1,13,5,3,8,2,4,169006
10,14,2,14,0,1,4,1,2,160735
7,12,2,17,1,4,0,1,3,116228
1,17,2,1,3,1,7,2,1,153154
5,9,4,2,8,2,9,2,5,167477
8,17,4,1,5,2,3,0,2,110065
2,9,3,9,3,0,6,0,1,136014
3,0,1,13,5,0,5,0,4,136601
1,11,3,9,9,4,7,1,1,123257
0,8,3,15,9,3,5,0,3,163461
7,18,0,19,6,1,5,0,3,178272
2,3,2,16,9,1,7,1,3,97009
11,7,3,7,9,3,6,0,1,117392
0,8,0,13,0,3,1,1,3,172881
4,4,1,15,7,3,1,0,0,130624
0,2,3,12,9,4,4,2,4,132965
8,6,4,16,9,3,2,2,3,153569
3,20,1,2,5,2,1,0,4,182119
1,20,2,7,0,2,2,2,2,155319
0,12,4,17,4,0,6,2,0,221272
6,18,4,13,6,4,5,1,4,157963
7,0,1,13,2,1,4,0,3,116368
6,14,1,13,9,2,9,2,4,198688
10,6,4,19,4,2,8,0,5,192222
7,7,2,9,6,3,1,2,1,136344
5,2,0,19,7,3,1,2,2,107221
4,11,2,19,7,1,5,0,4,147004
0,16,0,7,0,4,3,0,0,106533
0,17,0,17,6,1,0,0,2,205043
9,5,3,1,0,1,2,0,2,170005
1,16,3,7,9,3,1,1,5,164423
6,18,1,18,1,1,1,0,3,199901
9,12,2,8,2,0,2,0,0,184611
5,10,2,14,4,4,8,2,2,115497
1,1,1,18,9,0,6,2,0,131117
10,17,2,2,1,2,0,2,0,146353
3,5,0,6,4,1,2,2,3,142571
1,13,3,8,2,2,5,1,5,139620
6,19,4,12,2,1,9,1,3,252108
1,5,1,12,5,2,7,1,1,105682
7,6,1,15,2,0,9,1,4,198360
7,14,3,2,4,4,0,1,3,128719
2,15,3,8,9,3,1,2,4,164642
2,1,2,12,0,2,8,0,2,96083
1,5,2,18,2,0,0,2,0,136415
0,8,2,7,0,3,2,2,1,142710
2,20,1,5,0,2,2,0,0,136982
9,7,1,5,0,1,1,2,4,177500
8,2,4,6,1,3,4,1,3,111860
0,9,2,5,2,1,6,1,0,147077
0,2,0,17,2,2,0,2,4,152482
5,14,2,14,1,4,7,1,2,95892
1,11,4,4,7,0,9,2,3,231790
5,11,1,10,1,0,4,2,2,132640
10,2,1,19,1,0,2,0,0,160180
5,2,4,15,7,0,1,1,1,155255
9,13,4,5,4,3,9,2,4,218535
1,8,1,13,4,0,6,1,0,135227
3,14,2,9,7,1,3,0,5,96829
3,15,4,8,3,2,1,2,0,203465
3,16,2,4,0,2,9,1,2,172514
8,13,2,6,3,1,5,0,0,119946
0,12,2,15,4,2,9,1,4,212006
1,7,4,12,9,1,1,1,1,182882
9,18,3,1,4,4,3,0,5,110659
8,1,0,4,7,0,7,2,3,106824
0,18,3,15,2,1,7,2,2,214366
6,15,2,16,4,3,5,0,5,134279
8,13,0,12,0,2,3,2,3,97364
9,14,2,14,5,2,6,0,4,152988
7,10,2,7,9,3,6,2,2,121370
5,9,3,10,0,3,1,1,3,133624
4,14,0,5,3,0,2,1,4,189369
9,11,3,5,9,2,4,1,0,149840
1,9,1,4,6,4,8,0,4,122826
5,0,2,19,1,4,7,0,4,69511
10,17,1,1,9,2,0,0,3,144899
5,7,1,8,5,3,4,0,1,92244
8,20,4,14,7,3,7,2,5,156235
9,15,0,18,0,0,3,1,1,136967
0,17,0,8,9,2,9,2,5,241802
5,12,1,11,5,2,5,0,5,114110
5,12,0,9,3,4,8,2,1,114468
7,19,4,3,9,4,1,0,4,185288
5,6,3,2,9,0,9,1,3,163375
10,7,3,15,3,1,8,0,1,179789
6,13,3,3,4,0,2,0,3,192117
0,10,4,1,1,3,1,1,1,195543
11,13,3,19,6,4,5,1,1,134277
6,5,2,18,8,1,8,0,3,153456
5,12,1,15,6,1,1,2,2,150419
3,11,3,7,0,2,7,0,4,140996
3,7,0,9,6,0,1,1,2,184105
11,3,1,9,8,2,9,2,2,133121
4,16,3,13,9,2,1,0,2,192361
6,13,0,5,3,2,3,0,0,90865
10,10,0,7,1,4,8,0,1,134482
10,11,2,3,7,0,2,1,1,159577
9,7,4,9,2,4,2,0,4,157648
2,8,4,15,2,2,2,0,3,142206
0,7,0,3,4,4,7,1,4,131847
1,13,1,12,3,4,5,1,4,122992
0,7,4,5,7,0,2,0,0,210029
3,8,0,10,4,1,7,0,4,143873
11,8,0,13,5,2,3,2,2,86949
9,0,0,14,2,1,7,2,2,141196
6,11,0,13,4,3,3,2,1,99207
4,14,1,2,0,3,2,0,0,139299
7,10,1,3,8,1,6,0,1,139006
10,19,0,2,2,2,3,2,4,113761
4,19,4,5,5,2,4,2,1,168542
4,10,1,7,8,0,0,1,5,158997
2,6,4,13,1,1,0,0,1,127917
8,1,2,15,0,3,3,1,4,66056
10,2,3,3,1,1,9,2,1,186912
11,17,0,17,0,3,5,1,1,133361
9,6,1,14,2,0,6,2,1,166643
9,16,4,6,7,0,3,2,5,157165
7,3,3,18,8,0,3,1,5,110298
9,13,1,4,9,1,3,1,0,111894
6,3,3,13,8,2,2,2,4,148462
9,11,2,19,1,2,0,2,5,151735
9,3,1,11,1,4,4,0,1,104380
6,6,0,18,9,2,0,2,4,130821
4,11,1,1,1,4,6,2,5,116581
10,20,2,18,0,0,0,1,4,196096
3,20,4,15,3,4,8,1,5,186501
2,17,2,4,8,1,3,1,3,88840
2,8,4,8,1,0,7,0,1,153088
1,7,4,2,9,2,5,2,0,135068
1,18,2,10,8,2,2,1,0,138446
3,19,2,18,1,0,4,1,0,170964
7,20,4,6,5,0,2,1,0,230344
7,11,4,8,8,2,5,0,0,151049
10,13,0,7,8,0,4,1,1,170267
8,17,2,5,3,3,6,1,2,116075
9,10,4,19,3,0,8,1,5,251737
9,6,1,8,1,2,0,1,4,128017
3,14,2,12,9,1,1,2,4,190597
2,14,4,4,1,4,8,0,4,146592
3,0,1,3,7,2,5,1,2,104692
8,8,4,10,9,4,7,1,5,127286
2,4,2,7,2,4,5,2,1,77286
3,17,0,5,8,4,7,0,3,139019
11,19,4,15,6,0,5,0,1,208517
1,11,2,19,4,4,2,2,1,121688
9,0,4,14,8,0,2,2,1,196755
6,20,2,12,2,4,1,2,1,164058
9,16,1,1,7,1,3,2,0,119505
3,18,3,17,3,4,2,2,4,177085
10,1,1,6,2,1,4,1,3,116842
11,16,1,5,1,2,2,0,5,159753
0,4,2,2,3,0,8,2,1,180233
5,14,4,1,9,4,6,1,4,113188
9,8,0,8,0,2,6,0,2,134810
0,7,4,13,0,3,5,1,5,171417
9,17,2,18,5,2,2,2,0,171375
2,14,0,15,7,3,8,2,1,142973
8,1,4,5,1,2,5,1,0,120064
0,0,1,19,5,4,4,0,2,124398
8,6,4,5,3,1,4,2,5,150214
6,4,1,3,6,4,8,2,1,104343
5,18,1,16,8,0,2,0,2,172275
0,16,1,5,9,3,2,1,1,173726
0,9,0,5,2,3,6,1,3,141630
0,13,2,6,1,3,9,0,3,192193
5,1,4,13,4,4,7,2,4,101380
8,15,1,18,6,3,2,0,3,146454
6,18,3,14,8,3,1,0,4,194101
4,1,3,13,3,2,0,1,2,131432
11,0,0,3,1,3,0,1,4,86052
5,7,2,3,5,0,6,0,4,106496
10,0,0,6,6,0,8,2,5,167466
1,14,2,16,0,0,7,0,5,174184
4,10,1,4,5,1,0,1,5,144449
1,0,0,19,2,4,0,1,1,94999
3,3,0,7,7,0,9,2,1,183678
3,19,4,13,4,2,3,2,3,129348
6,10,3,2,2,1,0,1,4,143630
8,6,2,15,2,4,7,1,1,91175
2,19,1,15,9,3,9,0,1,163400
4,2,1,12,4,4,8,0,2,110722
7,1,4,19,8,1,1,0,5,188325
11,11,4,12,6,0,7,0,4,194675
2,19,3,4,3,0,6,2,2,177290
4,20,3,10,1,0,9,2,1,268798
3,17,0,16,7,2,7,0,1,159129
6,12,0,19,3,1,1,2,3,194969
1,13,4,8,3,4,7,2,3,141132
1,19,2,11,5,1,1,1,1,179085
2,17,4,10,8,3,4,1,5,139532
2,8,2,10,7,0,5,0,5,116967
8,10,2,1,7,3,4,2,1,104980
10,7,3,4,0,3,6,2,0,138559
9,13,0,11,1,2,6,0,1,148268
7,9,1,14,3,3,9,2,1,160361
6,20,2,9,0,1,8,0,4,191871
4,15,3,4,8,1,2,1,2,185868
5,15,1,5,0,3,1,1,1,124717
5,12,4,14,4,3,7,1,3,126296
7,9,1,8,9,3,1,2,2,144815
4,3,4,14,5,1,9,1,3,191606
8,20,3,7,5,3,2,1,4,157776
11,10,0,10,3,3,9,0,3,151269
4,10,3,16,2,1,6,0,3,168516
9,13,4,5,2,3,3,1,0,101900
2,9,1,5,5,4,3,1,5,67905
7,8,4,13,6,1,0,1,3,171839
9,2,1,8,7,2,3,0,4,86003
6,2,3,2,3,3,5,0,3,113255
2,18,4,6,5,0,8,0,0,199074
8,19,2,10,8,2,8,2,0,165076
9,15,1,14,1,3,2,2,1,163466
5,2,0,14,2,1,0,1,5,102892
5,1,1,16,1,0,7,2,0,103724
6,5,2,2,5,2,1,0,2,122261
1,8,3,10,3,1,8,2,4,169378
9,6,3,11,2,3,7,0,3,138550
7,9,0,19,0,1,4,1,2,147018
0,13,4,12,8,4,8,2,5,200773
11,17,3,8,7,4,5,2,3,141195
7,5,4,17,3,4,0,2,2,134746
9,3,2,8,3,1,1,2,2,153112
4,8,0,8,4,3,3,1,5,82586
3,18,1,1,2,1,2,0,5,173964
1,9,4,6,4,0,2,2,2,202745
0,19,0,11,4,3,9,2,3,222268
4,3,4,8,8,2,8,1,0,154760
0,8,0,9,7,4,3,2,0,98196
7,3,3,1,1,0,0,0,1,141312
10,14,2,6,4,3,1,2,5,166241
0,3,4,17,7,3,0,0,0,156225
4,14,3,18,7,3,1,1,4,195806
4,13,3,16,7,4,9,0,5,183529
3,2,4,1,8,2,1,0,3,151488
1,5,4,17,2,3,0,2,0,134526
1,6,1,3,4,4,2,0,0,101379
2,14,1,11,7,1,0,2,0,120589
2,14,4,8,7,2,5,0,4,137378
4,15,0,8,5,0,7,0,0,169207
4,14,0,13,0,1,0,2,0,163439
9,5,3,19,2,4,4,0,5,145132
2,1,2,8,6,2,3,2,2,47025
4,11,1,13,3,0,2,1,1,176225
8,4,3,12,6,0,9,0,5,183001
9,15,2,18,1,0,1,1,2,215720
4,2,3,12,9,4,1,0,1,137812
4,1,2,9,8,2,2,2,3,111405
8,15,4,11,8,0,7,1,1,186531
7,4,4,13,4,0,3,0,3,121522
0,6,3,7,7,2,9,2,2,203730
3,5,0,5,5,0,4,2,0,136202
11,14,0,15,8,3,6,1,1,136739
10,6,4,7,5,1,3,1,5,108674
9,16,3,12,9,1,2,2,1,209237
0,17,1,14,1,0,6,2,4,218777
9,9,2,19,2,2,9,2,2,178504
7,5,2,10,5,0,8,0,5,160017
5,3,1,9,6,0,6,2,1,110614
1,9,0,18,2,2,5,1,1,127726
0,4,4,6,3,2,6,0,4,152790
7,3,1,3,3,3,4,2,5,107828
6,13,0,3,7,4,8,2,0,146211
2,4,4,19,1,3,3,0,4,92890
10,1,1,7,7,2,7,2,0,115625
5,12,3,14,9,1,7,0,5,138884
4,20,3,4,5,1,5,2,5,183168
3,1,3,19,9,1,8,0,3,164212
11,8,3,7,4,3,8,0,5,144029
8,17,3,17,7,1,4,0,0,164866
11,4,0,4,0,1,6,2,0,112176
10,19,3,8,6,4,9,2,2,211257
2,17,2,8,2,4,9,2,2,141721
5,20,0,1,6,2,3,2,2,94281
2,4,3,1,5,0,4,1,2,110986
2,15,2,19,7,4,4,2,0,114695
10,20,3,4,7,0,8,2,2,244855
8,9,2,16,9,1,4,1,2,121193
2,13,1,12,3,3,5,2,1,102302
7,16,2,7,1,2,8,2,2,166527
2,2,2,17,3,4,5,0,3,78605
1,8,4,6,5,4,7,0,1,124070
1,4,4,12,8,3,4,2,1,127310
4,10,0,7,2,3,1,0,3,152927
4,6,0,16,4,2,6,2,1,141835
3,7,0,18,4,0,7,1,0,159106
1,3,3,9,3,3,1,2,1,137203
5,6,4,6,1,2,3,2,0,78761
1,16,1,7,9,0,2,2,5,188541
8,19,1,13,2,0,4,1,4,170895
3,2,0,14,6,2,6,0,0,118544
2,17,4,2,3,1,7,0,2,151561
